id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;data_pokok;satuan;tahun_ajaran;status;bidang_pendidikan;jumlah
190;15;JAMBI;1502;150202;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;TPA;8
191;15;JAMBI;1502;150202;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SPS;14
192;15;JAMBI;1502;150202;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;PKBM;74
193;15;JAMBI;1502;150202;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SKB;0
194;15;JAMBI;1502;150202;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SD;2.837
195;15;JAMBI;1502;150202;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SMP;1.283
196;15;JAMBI;1502;150202;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SMA;669
197;15;JAMBI;1502;150202;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SMK;552
198;15;JAMBI;1502;150202;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SLB;35
199;15;JAMBI;1502;150210;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;TK;78
200;15;JAMBI;1502;150210;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;KB;79
201;15;JAMBI;1502;150210;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;TPA;0
202;15;JAMBI;1502;150210;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SPS;0
203;15;JAMBI;1502;150210;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;PKBM;63
204;15;JAMBI;1502;150210;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SKB;0
205;15;JAMBI;1502;150210;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SD;603
206;15;JAMBI;1502;150210;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SMP;68
207;15;JAMBI;1502;150210;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SMA;0
208;15;JAMBI;1502;150210;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SMK;0
209;15;JAMBI;1502;150210;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SLB;0
210;15;JAMBI;1502;150210;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;TK;73
211;15;JAMBI;1502;150210;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;KB;86
212;15;JAMBI;1502;150210;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;TPA;0
213;15;JAMBI;1502;150210;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SPS;0
214;15;JAMBI;1502;150210;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;PKBM;47
215;15;JAMBI;1502;150210;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SKB;0
216;15;JAMBI;1502;150210;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SD;599
217;15;JAMBI;1502;150210;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SMP;51
218;15;JAMBI;1502;150210;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SMA;0
219;15;JAMBI;1502;150210;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SMK;0
