no;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;kategori;data;semester;jumlah;satuan;tahun
49;15;JAMBI;1571;157108;AKTA LAHIR;MEMILIKI;1;16572;JIWA;2022
50;15;JAMBI;1571;157107;AKTA LAHIR;MEMILIKI;1;25146;JIWA;2022
51;15;JAMBI;1571;157111;AKTA LAHIR;MEMILIKI;1;31690;JIWA;2022
52;15;JAMBI;1571;157104;AKTA LAHIR;MEMILIKI;1;2941;JIWA;2022
53;15;JAMBI;1571;157105;AKTA LAHIR;MEMILIKI;1;3937;JIWA;2022
54;15;JAMBI;1571;157101;AKTA LAHIR;MEMILIKI;1;14257;JIWA;2022
55;15;JAMBI;1572;157203;AKTA LAHIR;MEMILIKI;1;3772;JIWA;2022
56;15;JAMBI;1572;157207;AKTA LAHIR;MEMILIKI;1;2448;JIWA;2022
57;15;JAMBI;1572;157205;AKTA LAHIR;MEMILIKI;1;2445;JIWA;2022
58;15;JAMBI;1572;157202;AKTA LAHIR;MEMILIKI;1;3274;JIWA;2022
59;15;JAMBI;1572;157206;AKTA LAHIR;MEMILIKI;1;5014;JIWA;2022
60;15;JAMBI;1572;157208;AKTA LAHIR;MEMILIKI;1;2956;JIWA;2022
61;15;JAMBI;1572;157201;AKTA LAHIR;MEMILIKI;1;2786;JIWA;2022
62;15;JAMBI;1572;157204;AKTA LAHIR;MEMILIKI;1;2390;JIWA;2022
63;15;JAMBI;1502;150202;AKTA LAHIR;MEMILIKI;1;15160;JIWA;2022
64;15;JAMBI;1502;150210;AKTA LAHIR;MEMILIKI;1;3163;JIWA;2022
65;15;JAMBI;1502;150212;AKTA LAHIR;MEMILIKI;1;3475;JIWA;2022
66;15;JAMBI;1502;150201;AKTA LAHIR;MEMILIKI;1;3287;JIWA;2022
67;15;JAMBI;1502;150218;AKTA LAHIR;MEMILIKI;1;3261;JIWA;2022
68;15;JAMBI;1502;150209;AKTA LAHIR;MEMILIKI;1;4793;JIWA;2022
69;15;JAMBI;1502;150221;AKTA LAHIR;MEMILIKI;1;3608;JIWA;2022
70;15;JAMBI;1502;150203;AKTA LAHIR;MEMILIKI;1;3116;JIWA;2022
71;15;JAMBI;1502;150211;AKTA LAHIR;MEMILIKI;1;6194;JIWA;2022
72;15;JAMBI;1502;150206;AKTA LAHIR;MEMILIKI;1;10026;JIWA;2022
73;15;JAMBI;1502;150213;AKTA LAHIR;MEMILIKI;1;5005;JIWA;2022
74;15;JAMBI;1502;150220;AKTA LAHIR;MEMILIKI;1;3181;JIWA;2022
75;15;JAMBI;1502;150217;AKTA LAHIR;MEMILIKI;1;1952;JIWA;2022
76;15;JAMBI;1502;150219;AKTA LAHIR;MEMILIKI;1;4047;JIWA;2022
77;15;JAMBI;1502;150216;AKTA LAHIR;MEMILIKI;1;4157;JIWA;2022
78;15;JAMBI;1502;150204;AKTA LAHIR;MEMILIKI;1;3412;JIWA;2022
79;15;JAMBI;1502;150205;AKTA LAHIR;MEMILIKI;1;9641;JIWA;2022
80;15;JAMBI;1502;150223;AKTA LAHIR;MEMILIKI;1;2847;JIWA;2022
81;15;JAMBI;1502;150214;AKTA LAHIR;MEMILIKI;1;2716;JIWA;2022
82;15;JAMBI;1502;150222;AKTA LAHIR;MEMILIKI;1;2306;JIWA;2022
83;15;JAMBI;1502;150208;AKTA LAHIR;MEMILIKI;1;8658;JIWA;2022
84;15;JAMBI;1502;150215;AKTA LAHIR;MEMILIKI;1;2337;JIWA;2022
85;15;JAMBI;1502;150207;AKTA LAHIR;MEMILIKI;1;2361;JIWA;2022
86;15;JAMBI;1502;150224;AKTA LAHIR;MEMILIKI;1;1236;JIWA;2022
87;15;JAMBI;1505;150510;AKTA LAHIR;MEMILIKI;1;4997;JIWA;2022
88;15;JAMBI;1505;150509;AKTA LAHIR;MEMILIKI;1;3783;JIWA;2022
89;15;JAMBI;1505;150501;AKTA LAHIR;MEMILIKI;1;19375;JIWA;2022
90;15;JAMBI;1505;150503;AKTA LAHIR;MEMILIKI;1;6467;JIWA;2022
91;15;JAMBI;1505;150506;AKTA LAHIR;MEMILIKI;1;16375;JIWA;2022
92;15;JAMBI;1505;150504;AKTA LAHIR;MEMILIKI;1;5986;JIWA;2022
93;15;JAMBI;1505;150505;AKTA LAHIR;MEMILIKI;1;10435;JIWA;2022
94;15;JAMBI;1505;150502;AKTA LAHIR;MEMILIKI;1;13779;JIWA;2022
95;15;JAMBI;1505;150507;AKTA LAHIR;MEMILIKI;1;8332;JIWA;2022
