id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kode_kecamatan,nama_kecamatan,kategori,jenis_kelamin,satuan,semester,jumlah_penduduk,tahun
4626,15,JAMBI,1508,BUNGO,150812,BUNGO DANI,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,13997,2023
4627,15,JAMBI,1508,BUNGO,150813,RIMBO TENGAH,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,17357,2023
4628,15,JAMBI,1508,BUNGO,150814,BATHIN III ULU,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,5012,2023
4629,15,JAMBI,1508,BUNGO,150815,BATHIN II PELAYANG,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,4722,2023
4630,15,JAMBI,1508,BUNGO,150816,JUJUHAN ILIR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,5335,2023
4631,15,JAMBI,1508,BUNGO,150817,TANAH SEPENGGAL LINTAS,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,12888,2023
4632,15,JAMBI,1501,KERINCI,150101,GUNUNG RAYA,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,4560,2023
4633,15,JAMBI,1501,KERINCI,150102,DANAU KERINCI,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,6989,2023
4634,15,JAMBI,1501,KERINCI,150104,SITINJAU LAUT,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,5177,2023
4635,15,JAMBI,1501,KERINCI,150105,AIR HANGAT,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,5477,2023
4636,15,JAMBI,1501,KERINCI,150106,GUNUNG KERINCI,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,7003,2023
4637,15,JAMBI,1501,KERINCI,150107,BATANG MERANGIN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,6682,2023
4638,15,JAMBI,1501,KERINCI,150108,KELILING DANAU,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,6827,2023
4639,15,JAMBI,1501,KERINCI,150109,KAYU ARO,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,10892,2023
4640,15,JAMBI,1501,KERINCI,150111,AIR HANGAT TIMUR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,10443,2023
4641,15,JAMBI,1501,KERINCI,150115,GUNUNG TUJUH,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,8249,2023
4642,15,JAMBI,1501,KERINCI,150116,SIULAK,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,12006,2023
4643,15,JAMBI,1501,KERINCI,150117,DEPATI TUJUH,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,8564,2023
4644,15,JAMBI,1501,KERINCI,150118,SIULAK MUKAI,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,6130,2023
4645,15,JAMBI,1501,KERINCI,150119,KAYU ARO BARAT,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,11318,2023
4646,15,JAMBI,1501,KERINCI,150120,BUKITKERMAN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,7177,2023
4647,15,JAMBI,1501,KERINCI,150121,AIR HANGAT BARAT,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,5504,2023
4648,15,JAMBI,1501,KERINCI,150122,TANAH COGOK,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,4794,2023
4649,15,JAMBI,1501,KERINCI,150123,DANAU KERINCI BARAT,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,6195,2023
4650,15,JAMBI,1571,KOTA JAMBI,157101,TELANAIPURA,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,27937,2023
4651,15,JAMBI,1571,KOTA JAMBI,157102,JAMBI SELATAN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,29116,2023
4652,15,JAMBI,1571,KOTA JAMBI,157103,JAMBI TIMUR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,33545,2023
4653,15,JAMBI,1571,KOTA JAMBI,157104,PASAR JAMBI,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,5493,2023
4654,15,JAMBI,1571,KOTA JAMBI,157105,PELAYANGAN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,6932,2023
4655,15,JAMBI,1571,KOTA JAMBI,157106,DANAU TELUK,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,6808,2023
4656,15,JAMBI,1571,KOTA JAMBI,157107,KOTA BARU,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,45043,2023
4657,15,JAMBI,1571,KOTA JAMBI,157108,JELUTUNG,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,30081,2023
4658,15,JAMBI,1571,KOTA JAMBI,157109,ALAM BARAJO,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,56699,2023
4659,15,JAMBI,1571,KOTA JAMBI,157110,DANAU SIPIN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,21429,2023
4660,15,JAMBI,1571,KOTA JAMBI,157111,PAAL MERAH,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,57113,2023
4661,15,JAMBI,1572,KOTA SUNGAI PENUH,157201,SUNGAI PENUH,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,5250,2023
4662,15,JAMBI,1572,KOTA SUNGAI PENUH,157202,PESISIR BUKIT,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,6378,2023
4663,15,JAMBI,1572,KOTA SUNGAI PENUH,157203,HAMPARAN RAWANG,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,7985,2023
4664,15,JAMBI,1572,KOTA SUNGAI PENUH,157204,TANAH KAMPUNG,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,5545,2023
4665,15,JAMBI,1572,KOTA SUNGAI PENUH,157205,KUMUN DEBAI,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,5575,2023
4666,15,JAMBI,1572,KOTA SUNGAI PENUH,157206,PONDOK TINGGI,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,9522,2023
4667,15,JAMBI,1572,KOTA SUNGAI PENUH,157207,KOTO BARU,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,4967,2023
4668,15,JAMBI,1572,KOTA SUNGAI PENUH,157208,SUNGAI BUNGKAL,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,5670,2023
4669,15,JAMBI,1502,MERANGIN,150201,JANGKAT,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,5638,2023
4670,15,JAMBI,1502,MERANGIN,150202,BANGKO,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,25598,2023
4671,15,JAMBI,1502,MERANGIN,150203,MUARA SIAU,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,5651,2023
4672,15,JAMBI,1502,MERANGIN,150204,SUNGAI MANAU,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,5879,2023
4673,15,JAMBI,1502,MERANGIN,150205,TABIR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,16425,2023
4674,15,JAMBI,1502,MERANGIN,150206,PAMENANG,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,18449,2023
4675,15,JAMBI,1502,MERANGIN,150207,TABIR ULU,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,4438,2023
4676,15,JAMBI,1502,MERANGIN,150208,TABIR SELATAN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,15769,2023
4677,15,JAMBI,1502,MERANGIN,150209,LEMBAH MASURAI,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,8951,2023
4678,15,JAMBI,1502,MERANGIN,150210,BANGKO BARAT,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,5987,2023
4679,15,JAMBI,1502,MERANGIN,150211,NALO TANTAN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,10237,2023
4680,15,JAMBI,1502,MERANGIN,150212,BATANG MASUMAI,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,6372,2023
4681,15,JAMBI,1502,MERANGIN,150213,PAMENANG BARAT,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,9373,2023
4682,15,JAMBI,1502,MERANGIN,150214,TABIR ILIR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,5013,2023
4683,15,JAMBI,1502,MERANGIN,150215,TABIR TIMUR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,4363,2023
4684,15,JAMBI,1502,MERANGIN,150216,RENAH PEMBARAP,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,7220,2023
4685,15,JAMBI,1502,MERANGIN,150217,PANGKALAN JAMBU,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,3622,2023
4686,15,JAMBI,1502,MERANGIN,150218,JANGKAT TIMUR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,5574,2023
4687,15,JAMBI,1502,MERANGIN,150219,RENAH PAMENANG,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,7564,2023
4688,15,JAMBI,1502,MERANGIN,150220,PAMENANG SELATAN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,5707,2023
4689,15,JAMBI,1502,MERANGIN,150221,MARGO TABIR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,7360,2023
4690,15,JAMBI,1502,MERANGIN,150222,TABIR LINTAS,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,4471,2023
4691,15,JAMBI,1502,MERANGIN,150223,TABIR BARAT,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,5042,2023
4692,15,JAMBI,1502,MERANGIN,150224,TIANG PUMPUNG,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,2587,2023
4693,15,JAMBI,1505,MUARO JAMBI,150501,JAMBI LUAR KOTA,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,37992,2023
4694,15,JAMBI,1505,MUARO JAMBI,150502,SEKERNAN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,25678,2023
4695,15,JAMBI,1505,MUARO JAMBI,150503,KUMPEH,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,13988,2023
4696,15,JAMBI,1505,MUARO JAMBI,150504,MARO SEBO,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,12313,2023
4697,15,JAMBI,1505,MUARO JAMBI,150505,MESTONG,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,22932,2023
4698,15,JAMBI,1505,MUARO JAMBI,150506,KUMPEH ULU,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,33507,2023
4699,15,JAMBI,1505,MUARO JAMBI,150507,SUNGAI BAHAR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,16294,2023
4700,15,JAMBI,1505,MUARO JAMBI,150508,SUNGAI GELAM,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,40371,2023
4701,15,JAMBI,1505,MUARO JAMBI,150509,BAHAR UTARA,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,7509,2023
4702,15,JAMBI,1505,MUARO JAMBI,150510,BAHAR SELATAN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,9642,2023
4703,15,JAMBI,1505,MUARO JAMBI,150511,TAMAN RAJO,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,7540,2023
4704,15,JAMBI,1503,SAROLANGUN,150301,BATANG ASAI,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,10234,2023
4705,15,JAMBI,1503,SAROLANGUN,150302,LIMUN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,9936,2023
4706,15,JAMBI,1503,SAROLANGUN,150303,SAROLANGUN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,30467,2023
4707,15,JAMBI,1503,SAROLANGUN,150304,PAUH,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,13565,2023
4708,15,JAMBI,1503,SAROLANGUN,150305,PELAWAN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,18157,2023
4709,15,JAMBI,1503,SAROLANGUN,150306,MANDIANGIN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,13171,2023
4710,15,JAMBI,1503,SAROLANGUN,150307,AIR HITAM,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,13906,2023
4711,15,JAMBI,1503,SAROLANGUN,150308,BATHIN VIII,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,10964,2023
4712,15,JAMBI,1503,SAROLANGUN,150309,SINGKUT,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,21516,2023
4713,15,JAMBI,1503,SAROLANGUN,150310,CERMIN NAN GEDANG,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,7279,2023
4714,15,JAMBI,1503,SAROLANGUN,150311,MANDIANGIN TIMUR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,7030,2023
4715,15,JAMBI,1506,TANJUNG JABUNG BARAT,150601,TUNGKAL ULU,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,7598,2023
4716,15,JAMBI,1506,TANJUNG JABUNG BARAT,150602,TUNGKAL ILIR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,38093,2023
4717,15,JAMBI,1506,TANJUNG JABUNG BARAT,150603,PENGABUAN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,13907,2023
4718,15,JAMBI,1506,TANJUNG JABUNG BARAT,150604,BETARA,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,16045,2023
4719,15,JAMBI,1506,TANJUNG JABUNG BARAT,150605,MERLUNG,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,8336,2023
4720,15,JAMBI,1506,TANJUNG JABUNG BARAT,150606,TEBING TINGGI,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,19075,2023
4721,15,JAMBI,1506,TANJUNG JABUNG BARAT,150607,BATANG ASAM,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,18375,2023
4722,15,JAMBI,1506,TANJUNG JABUNG BARAT,150608,RENAH MENDALUH,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,8456,2023
4723,15,JAMBI,1506,TANJUNG JABUNG BARAT,150609,MUARA PAPALIK,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,5445,2023
4724,15,JAMBI,1506,TANJUNG JABUNG BARAT,150610,SEBERANG KOTA,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,4859,2023
4725,15,JAMBI,1506,TANJUNG JABUNG BARAT,150611,BRAM ITAM,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,10067,2023
4726,15,JAMBI,1506,TANJUNG JABUNG BARAT,150612,KUALA BETARA,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,7243,2023
4727,15,JAMBI,1506,TANJUNG JABUNG BARAT,150613,SENYERANG,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,13107,2023
4728,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150701,MUARA SABAK TIMUR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,16834,2023
4729,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150702,NIPAH PANJANG,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,13768,2023
4730,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150703,MENDAHARA,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,13754,2023
4731,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150704,RANTAU RASAU,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,13263,2023
4732,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150705,S A D U,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,7210,2023
4733,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150706,DENDANG,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,8801,2023
4734,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150707,MUARA SABAK BARAT,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,12133,2023
4735,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150708,KUALA JAMBI,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,7729,2023
4736,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150709,MENDAHARA ULU,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,9258,2023
4737,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150710,GERAGAI,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,14102,2023
4738,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150711,BERBAK,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,5655,2023
4739,15,JAMBI,1509,TEBO,150901,TEBO TENGAH,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,21808,2023
4740,15,JAMBI,1509,TEBO,150902,TEBO ILIR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,15461,2023
4741,15,JAMBI,1509,TEBO,150903,TEBO ULU,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,17544,2023
4742,15,JAMBI,1509,TEBO,150904,RIMBO BUJANG,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,33888,2023
4743,15,JAMBI,1509,TEBO,150905,SUMAY,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,13719,2023
4744,15,JAMBI,1509,TEBO,150906,VII KOTO,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,10476,2023
4745,15,JAMBI,1509,TEBO,150907,RIMBO ULU,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,20021,2023
4746,15,JAMBI,1509,TEBO,150908,RIMBO ILIR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,12143,2023
4747,15,JAMBI,1509,TEBO,150909,TENGAH ILIR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,15103,2023
4748,15,JAMBI,1509,TEBO,150910,SERAI SERUMPUN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,5792,2023
4749,15,JAMBI,1509,TEBO,150911,VII KOTO ILIR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,10802,2023
4750,15,JAMBI,1509,TEBO,150912,MUARA TABIR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,9760,2023
4751,15,JAMBI,1504,BATANGHARI,150401,MERSAM,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,16680,2023
4752,15,JAMBI,1504,BATANGHARI,150402,MUARA TEMBESI,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,17549,2023
4753,15,JAMBI,1504,BATANGHARI,150403,MUARA BULIAN,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,34966,2023
4754,15,JAMBI,1504,BATANGHARI,150404,BATIN XXIV,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,15999,2023
4755,15,JAMBI,1504,BATANGHARI,150405,PEMAYUNG,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,18826,2023
4756,15,JAMBI,1504,BATANGHARI,150406,MARO SEBO ULU,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,18793,2023
4757,15,JAMBI,1504,BATANGHARI,150407,BAJUBANG,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,20795,2023
4758,15,JAMBI,1504,BATANGHARI,150408,MARO SEBO ILIR,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,7638,2023
4759,15,JAMBI,1508,BUNGO,150801,TANAH TUMBUH,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,7637,2023
4760,15,JAMBI,1508,BUNGO,150802,RANTAU PANDAN,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,5250,2023
4761,15,JAMBI,1508,BUNGO,150803,PASAR MUARO BUNGO,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,10541,2023
4762,15,JAMBI,1508,BUNGO,150804,JUJUHAN,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,9665,2023
4763,15,JAMBI,1508,BUNGO,150805,TANAH SEPENGGAL,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,12261,2023
4764,15,JAMBI,1508,BUNGO,150806,PELEPAT,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,17735,2023
4765,15,JAMBI,1508,BUNGO,150807,LIMBUR LUBUK MENGKUANG,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,8554,2023
4766,15,JAMBI,1508,BUNGO,150808,MUKO-MUKO BATHIN VII,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,8057,2023
4767,15,JAMBI,1508,BUNGO,150809,PELEPAT ILIR,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,25800,2023
4768,15,JAMBI,1508,BUNGO,150810,BATIN II BABEKO,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,7447,2023
4769,15,JAMBI,1508,BUNGO,150811,BATHIN III,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,13490,2023
4770,15,JAMBI,1508,BUNGO,150812,BUNGO DANI,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,13656,2023
4771,15,JAMBI,1508,BUNGO,150813,RIMBO TENGAH,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,16996,2023
4772,15,JAMBI,1508,BUNGO,150814,BATHIN III ULU,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,4836,2023
4773,15,JAMBI,1508,BUNGO,150815,BATHIN II PELAYANG,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,4462,2023
4774,15,JAMBI,1508,BUNGO,150816,JUJUHAN ILIR,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,5100,2023
4775,15,JAMBI,1508,BUNGO,150817,TANAH SEPENGGAL LINTAS,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,12472,2023
4776,15,JAMBI,1501,KERINCI,150101,GUNUNG RAYA,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,4533,2023
4777,15,JAMBI,1501,KERINCI,150102,DANAU KERINCI,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,7030,2023
4778,15,JAMBI,1501,KERINCI,150104,SITINJAU LAUT,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,5304,2023
4779,15,JAMBI,1501,KERINCI,150105,AIR HANGAT,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,5657,2023
4780,15,JAMBI,1501,KERINCI,150106,GUNUNG KERINCI,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,6622,2023
4781,15,JAMBI,1501,KERINCI,150107,BATANG MERANGIN,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,6513,2023
4782,15,JAMBI,1501,KERINCI,150108,KELILING DANAU,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,6852,2023
4783,15,JAMBI,1501,KERINCI,150109,KAYU ARO,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,10386,2023
4784,15,JAMBI,1501,KERINCI,150111,AIR HANGAT TIMUR,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,10445,2023
4785,15,JAMBI,1501,KERINCI,150115,GUNUNG TUJUH,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,7897,2023
4786,15,JAMBI,1501,KERINCI,150116,SIULAK,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,11977,2023
4787,15,JAMBI,1501,KERINCI,150117,DEPATI TUJUH,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,9017,2023
4788,15,JAMBI,1501,KERINCI,150118,SIULAK MUKAI,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,5865,2023
4789,15,JAMBI,1501,KERINCI,150119,KAYU ARO BARAT,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,11086,2023
4790,15,JAMBI,1501,KERINCI,150120,BUKITKERMAN,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,7086,2023
4791,15,JAMBI,1501,KERINCI,150121,AIR HANGAT BARAT,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,5647,2023
4792,15,JAMBI,1501,KERINCI,150122,TANAH COGOK,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,4835,2023
4793,15,JAMBI,1501,KERINCI,150123,DANAU KERINCI BARAT,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,6430,2023
4794,15,JAMBI,1571,KOTA JAMBI,157101,TELANAIPURA,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,27946,2023
4795,15,JAMBI,1571,KOTA JAMBI,157102,JAMBI SELATAN,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,29101,2023
4796,15,JAMBI,1571,KOTA JAMBI,157103,JAMBI TIMUR,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,32966,2023
4797,15,JAMBI,1571,KOTA JAMBI,157104,PASAR JAMBI,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,5676,2023
4798,15,JAMBI,1571,KOTA JAMBI,157105,PELAYANGAN,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,6683,2023
4799,15,JAMBI,1571,KOTA JAMBI,157106,DANAU TELUK,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,6660,2023
4800,15,JAMBI,1571,KOTA JAMBI,157107,KOTA BARU,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,44598,2023
4801,15,JAMBI,1571,KOTA JAMBI,157108,JELUTUNG,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,30156,2023
4802,15,JAMBI,1571,KOTA JAMBI,157109,ALAM BARAJO,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,56440,2023
4803,15,JAMBI,1571,KOTA JAMBI,157110,DANAU SIPIN,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,21349,2023
4804,15,JAMBI,1571,KOTA JAMBI,157111,PAAL MERAH,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,55739,2023
4805,15,JAMBI,1572,KOTA SUNGAI PENUH,157201,SUNGAI PENUH,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,5255,2023
4806,15,JAMBI,1572,KOTA SUNGAI PENUH,157202,PESISIR BUKIT,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,6483,2023
4807,15,JAMBI,1572,KOTA SUNGAI PENUH,157203,HAMPARAN RAWANG,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,7943,2023
4808,15,JAMBI,1572,KOTA SUNGAI PENUH,157204,TANAH KAMPUNG,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,5450,2023
4809,15,JAMBI,1572,KOTA SUNGAI PENUH,157205,KUMUN DEBAI,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,5429,2023
4810,15,JAMBI,1572,KOTA SUNGAI PENUH,157206,PONDOK TINGGI,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,9284,2023
4811,15,JAMBI,1572,KOTA SUNGAI PENUH,157207,KOTO BARU,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,4920,2023
4812,15,JAMBI,1572,KOTA SUNGAI PENUH,157208,SUNGAI BUNGKAL,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,5560,2023
4813,15,JAMBI,1502,MERANGIN,150201,JANGKAT,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,5362,2023
4814,15,JAMBI,1502,MERANGIN,150202,BANGKO,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,24920,2023
4815,15,JAMBI,1502,MERANGIN,150203,MUARA SIAU,JUMLAH PENDUDUK,PEREMPUAN,JIWA,2,5346,2023
